flow_bucket,priority_high,priority_medium,priority_low,n_steps,has_auth,has_payment,has_form_input,n_inputs,n_buttons,avg_dom_confidence,qa_edit_ratio,n_assertions,n_waits,code_lines,past_pass_rate,past_runs,mean_duration_s,duration_stddev_s,risk_label
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,1,2,0.821,0.1577,3,2,36,0.8397,23,3.087,0.338,MEDIUM
cart_ops,0.0,0.0,1.0,5,0.0,0.0,0.0,0,2,0.7028,0.0569,3,2,80,0.7542,10,2.188,0.784,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.907,0.0524,3,0,37,0.964,38,0.733,0.212,LOW
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,5,2,0.5937,0.6474,10,5,153,0.4685,34,5.371,0.87,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,1,0.7758,0.4205,6,3,80,0.5998,36,4.492,0.755,HIGH
cart_ops,0.0,0.0,1.0,7,1.0,0.0,0.0,0,2,0.738,0.0626,4,1,83,0.9098,38,3.23,0.689,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,0.0,1,1,0.8884,0.0,2,0,42,0.8937,15,0.1,0.131,MEDIUM
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,6,0,0.4403,0.3926,11,4,126,0.6363,48,9.601,0.71,HIGH
cart_ops,1.0,0.0,0.0,5,1.0,0.0,0.0,0,3,0.8069,0.3493,6,1,70,0.9126,36,3.449,0.569,MEDIUM
checkout,1.0,0.0,0.0,15,0.0,1.0,1.0,2,1,0.4946,0.4673,6,4,129,0.7585,32,7.406,0.652,MEDIUM
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,2,2,0.8435,0.097,5,2,70,0.9524,36,1.72,0.351,LOW
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,6,2,0.6785,0.547,10,6,124,0.6521,13,8.466,1.466,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,1,0.7583,0.5444,8,2,80,0.7843,56,4.058,1.301,MEDIUM
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,7,1,0.7159,0.3573,7,6,159,0.5893,28,4.355,1.637,HIGH
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,0,3,0.8318,0.248,3,1,65,0.7958,40,1.678,0.584,MEDIUM
search,0.0,1.0,0.0,2,0.0,0.0,1.0,1,2,0.987,0.1047,3,0,36,0.9265,68,2.275,0.203,LOW
cart_ops,1.0,0.0,0.0,8,0.0,0.0,0.0,1,2,0.7901,0.0739,3,1,63,0.9309,26,1.25,0.278,LOW
cart_ops,0.0,1.0,0.0,10,0.0,0.0,0.0,0,4,0.8712,0.1052,6,0,44,0.7942,29,2.866,0.681,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,2,0.6895,0.6885,9,2,111,0.6481,31,7.554,1.138,HIGH
cart_ops,0.0,1.0,0.0,7,0.0,0.0,1.0,1,3,0.7508,0.1204,2,0,48,0.9303,41,1.902,0.482,LOW
checkout,1.0,0.0,0.0,7,1.0,1.0,1.0,5,2,0.5853,0.5711,5,3,54,0.6852,10,5.322,2.055,HIGH
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,1,0.6501,0.2611,5,4,110,0.9052,21,3.438,1.443,HIGH
cart_ops,0.0,1.0,0.0,6,1.0,0.0,1.0,0,4,0.8357,0.2641,4,3,65,0.9077,28,3.244,0.367,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,2,0,0.8482,0.0,1,0,23,0.9982,82,0.756,0.0,LOW
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,1.0,0.0,3,0,54,1.0,87,1.48,0.2,LOW
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,3,1,0.739,0.6588,6,4,103,0.6857,35,10.569,1.705,HIGH
search,0.0,1.0,0.0,2,0.0,0.0,1.0,1,1,0.8778,0.0,3,0,51,0.9793,50,0.709,0.358,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,2,1,0.7505,0.3422,6,4,75,0.8791,37,2.714,0.633,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,4,2,0.6659,0.3178,7,3,69,0.5771,54,1.439,1.248,HIGH
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,0,3,0.7858,0.0757,4,1,78,0.8594,18,3.074,0.634,MEDIUM
login_flow,0.0,1.0,0.0,8,1.0,0.0,1.0,4,2,0.7108,0.3741,6,4,75,0.9221,54,5.597,1.136,LOW
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.9054,0.017,1,0,46,0.8978,69,1.101,0.176,MEDIUM
cart_ops,0.0,1.0,0.0,8,1.0,0.0,0.0,1,4,0.6583,0.09,1,0,82,0.8566,29,3.02,0.442,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,0,0.6867,0.2983,1,4,84,0.63,41,4.781,1.326,HIGH
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,3,2,0.7263,0.071,4,0,55,0.7544,26,1.88,0.486,MEDIUM
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,3,2,0.661,0.4927,5,3,48,0.9724,26,3.83,0.739,LOW
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,6,2,0.6187,0.5824,7,3,127,0.84,32,5.521,0.612,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,1.0,1,0,0.937,0.0252,2,0,20,0.9914,35,1.061,0.427,LOW
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.8939,0.0671,2,0,24,1.0,45,0.864,0.244,LOW
cart_ops,0.0,1.0,0.0,5,1.0,0.0,0.0,0,3,0.8912,0.2602,6,1,63,0.8599,40,1.784,0.562,MEDIUM
login_flow,0.0,1.0,0.0,7,1.0,0.0,1.0,5,1,0.7706,0.3034,5,3,93,0.7468,37,4.83,1.713,HIGH
search,0.0,1.0,0.0,3,0.0,0.0,0.0,0,0,1.0,0.0,3,0,34,0.9536,78,1.846,0.095,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,1,0.6589,0.339,6,3,73,0.4892,64,6.091,0.541,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,2,0.6737,0.3113,7,4,98,0.6733,46,2.872,0.737,HIGH
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,5,2,0.3666,0.5078,4,5,157,0.7612,21,4.695,1.131,HIGH
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,4,1,0.7953,0.8987,9,4,125,0.5153,27,5.058,0.847,HIGH
checkout,0.0,1.0,0.0,9,1.0,1.0,1.0,5,2,0.6162,0.5379,14,4,151,0.7119,20,10.021,2.044,HIGH
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,0,3,0.7249,0.2457,4,1,44,0.8765,39,1.317,0.687,MEDIUM
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,2,1,0.6214,0.6327,6,7,152,0.5491,11,6.881,1.609,HIGH
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,2,1,0.6003,0.2689,9,5,147,0.6891,13,5.961,1.084,HIGH
cart_ops,0.0,0.0,1.0,7,1.0,0.0,0.0,1,3,0.8142,0.1809,3,1,61,0.8047,36,1.977,0.514,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.4061,0.2791,8,2,116,0.7716,24,2.311,0.835,MEDIUM
checkout,0.0,1.0,0.0,2,1.0,1.0,1.0,3,3,0.6849,0.5907,11,4,172,0.7303,37,5.535,0.606,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,0.0,2,1,0.947,0.081,1,0,35,0.8995,32,0.944,0.0,MEDIUM
checkout,1.0,0.0,0.0,17,1.0,1.0,1.0,6,1,0.6748,0.3895,9,5,145,0.7884,21,5.166,0.937,MEDIUM
checkout,0.0,0.0,1.0,14,0.0,1.0,1.0,6,1,0.597,0.5054,5,4,119,0.6899,9,6.483,0.89,HIGH
login_flow,0.0,0.0,1.0,5,1.0,0.0,1.0,3,1,0.5823,0.2414,8,2,125,0.7775,32,2.514,0.353,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,2,1,0.6104,0.2606,4,4,76,0.7296,44,4.217,0.622,HIGH
search,0.0,1.0,0.0,3,0.0,0.0,1.0,0,2,0.9777,0.002,1,0,46,0.93,19,2.028,0.166,LOW
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,4,2,0.5119,0.419,7,6,94,0.8053,8,5.199,0.603,MEDIUM
cart_ops,0.0,0.0,1.0,8,0.0,0.0,0.0,0,4,0.8033,0.2816,5,1,86,0.843,25,1.71,0.397,MEDIUM
checkout,1.0,0.0,0.0,18,0.0,1.0,1.0,5,1,0.4245,0.5191,7,2,143,0.6637,24,7.408,0.553,HIGH
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,5,2,0.4967,0.5427,5,3,149,0.5122,23,5.812,1.34,HIGH
cart_ops,0.0,0.0,1.0,8,0.0,0.0,0.0,1,3,0.7633,0.0061,2,1,67,0.8153,34,2.243,0.238,MEDIUM
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,3,1,0.7408,0.3781,6,2,68,0.7804,63,4.083,1.25,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,1,3,0.9149,0.1355,2,1,72,0.9528,36,2.875,0.456,LOW
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,0,0.586,0.2229,6,5,70,0.9453,16,5.296,0.93,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,0,0.6377,0.2369,7,4,103,0.7346,55,4.207,0.709,HIGH
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,5,2,0.8557,0.6475,13,3,132,0.9306,26,6.198,1.027,LOW
cart_ops,1.0,0.0,0.0,5,1.0,0.0,0.0,0,2,0.9099,0.2276,4,1,73,0.9122,18,1.705,0.057,MEDIUM
cart_ops,1.0,0.0,0.0,6,1.0,0.0,1.0,1,3,0.7995,0.1225,5,1,55,0.7288,31,0.991,0.045,HIGH
search,1.0,0.0,0.0,4,0.0,0.0,0.0,1,2,0.8464,0.0096,2,0,18,0.9306,79,1.588,0.067,LOW
cart_ops,0.0,0.0,1.0,5,0.0,0.0,0.0,0,3,0.8978,0.1996,3,2,63,0.9373,27,2.231,0.54,MEDIUM
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,0,3,0.8134,0.126,6,2,67,0.8916,36,1.419,0.557,MEDIUM
search,0.0,1.0,0.0,4,0.0,0.0,0.0,1,1,0.9551,0.0827,2,0,12,0.9194,49,0.456,0.224,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,0,5,0.8166,0.0563,5,1,55,0.7141,27,1.458,0.304,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,0.8902,0.1116,1,1,21,1.0,74,1.014,0.101,LOW
cart_ops,0.0,1.0,0.0,3,0.0,0.0,0.0,1,2,0.8477,0.0,3,0,52,0.8044,22,2.442,0.457,MEDIUM
cart_ops,1.0,0.0,0.0,7,0.0,0.0,0.0,1,1,0.7977,0.2853,4,2,58,0.9477,22,1.981,0.184,LOW
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,4,2,0.5175,0.6314,9,3,163,0.56,20,4.033,0.59,HIGH
checkout,0.0,1.0,0.0,16,1.0,1.0,1.0,5,2,0.752,0.696,10,3,60,0.5759,25,4.232,1.535,HIGH
checkout,1.0,0.0,0.0,11,0.0,1.0,1.0,7,4,0.4607,0.6964,6,2,144,0.4807,23,8.878,0.77,HIGH
search,0.0,0.0,1.0,1,0.0,0.0,1.0,1,1,0.9457,0.1394,0,0,47,0.9686,76,1.555,0.536,LOW
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,5,4,0.6085,0.8349,14,4,132,0.8462,54,5.277,0.511,MEDIUM
checkout,1.0,0.0,0.0,17,0.0,1.0,1.0,6,0,0.4874,0.6562,9,4,112,0.8285,31,5.468,1.079,MEDIUM
cart_ops,0.0,0.0,1.0,9,1.0,0.0,0.0,0,4,0.7553,0.0,4,1,55,0.9371,33,2.695,0.345,LOW
login_flow,1.0,0.0,0.0,2,1.0,0.0,1.0,4,1,0.5777,0.3217,7,5,86,0.9787,33,4.292,0.796,LOW
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,6,1,0.5727,0.4781,8,4,76,0.6468,47,6.823,1.346,HIGH
search,0.0,1.0,0.0,2,0.0,0.0,1.0,1,1,0.8892,0.1649,2,0,56,0.9483,76,1.311,0.354,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,2,0,0.5827,0.3149,5,2,95,0.6543,24,4.643,0.109,HIGH
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,4,1,0.6021,0.6355,9,3,145,0.8439,34,5.916,0.649,MEDIUM
search,0.0,1.0,0.0,3,0.0,0.0,1.0,2,2,0.9001,0.0538,0,0,35,0.9397,51,1.364,0.185,LOW
login_flow,0.0,1.0,0.0,8,1.0,0.0,1.0,3,2,0.5688,0.2339,3,3,61,1.0,44,6.439,1.478,LOW
cart_ops,0.0,0.0,1.0,4,1.0,0.0,0.0,2,1,0.712,0.1259,1,0,46,0.8409,12,1.635,0.379,MEDIUM
login_flow,0.0,1.0,0.0,10,1.0,0.0,1.0,4,1,0.7624,0.2988,5,3,117,0.8433,27,4.915,0.368,LOW
search,0.0,0.0,1.0,1,1.0,0.0,1.0,1,1,0.8624,0.0863,2,0,56,0.9421,51,2.214,0.0,LOW
checkout,0.0,0.0,1.0,10,1.0,1.0,1.0,4,2,0.813,0.5234,9,3,168,0.6826,38,7.38,1.301,HIGH
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,1,3,0.9016,0.1356,6,0,65,0.8373,35,2.556,0.243,MEDIUM
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,4,3,0.5767,0.5629,3,5,132,0.8675,25,4.534,0.078,MEDIUM
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,2,1,0.6324,0.2372,4,4,77,0.6987,14,2.926,2.004,HIGH
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,1,3,0.7136,0.2285,2,1,64,0.9534,29,3.455,0.628,LOW
login_flow,0.0,0.0,1.0,7,1.0,0.0,1.0,3,1,0.6603,0.211,3,3,123,0.8032,37,3.572,0.635,MEDIUM
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,0,2,0.918,0.0625,5,1,57,0.887,18,1.654,0.406,MEDIUM
login_flow,0.0,0.0,1.0,8,1.0,0.0,1.0,2,0,0.5088,0.2966,4,4,60,0.8977,36,3.882,0.519,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,1,0.6712,0.4593,7,4,101,0.6664,45,1.933,0.962,HIGH
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,4,2,0.6484,0.6875,11,3,130,0.5624,47,4.819,0.869,HIGH
search,0.0,0.0,1.0,2,1.0,0.0,1.0,1,0,0.8834,0.0235,5,0,37,0.9935,103,1.353,0.402,LOW
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,2,4,0.8913,0.1625,3,2,50,1.0,36,2.132,0.729,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,2,0.7131,0.461,6,3,86,0.8842,20,3.983,0.408,MEDIUM
checkout,0.0,0.0,1.0,14,0.0,1.0,1.0,4,2,0.7158,0.4317,9,4,122,0.749,14,5.971,0.856,HIGH
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,1,0.9237,0.0421,1,0,34,0.9268,65,1.261,0.004,LOW
cart_ops,0.0,1.0,0.0,4,1.0,0.0,1.0,1,4,0.8547,0.2646,3,2,32,0.9183,18,2.058,0.547,MEDIUM
cart_ops,0.0,0.0,1.0,7,0.0,0.0,0.0,1,3,0.8917,0.2219,4,0,45,0.9225,16,2.875,0.512,LOW
cart_ops,1.0,0.0,0.0,9,1.0,0.0,1.0,0,2,0.766,0.267,3,3,54,1.0,27,2.616,0.439,LOW
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,1,2,0.5755,0.5227,2,2,85,0.6531,33,2.506,0.698,HIGH
cart_ops,1.0,0.0,0.0,8,1.0,0.0,0.0,1,1,0.7836,0.0664,6,2,54,0.8763,38,2.937,0.14,MEDIUM
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,2,2,0.5733,0.4728,4,1,72,0.9803,35,3.358,1.184,LOW
search,1.0,0.0,0.0,5,0.0,0.0,1.0,2,1,0.8287,0.0116,3,0,29,1.0,47,1.191,0.335,LOW
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,3,2,0.5581,0.604,6,4,100,0.8075,45,5.409,0.645,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,2,0,0.7899,0.1376,1,0,17,0.9551,66,0.764,0.051,LOW
login_flow,0.0,1.0,0.0,10,1.0,0.0,1.0,4,0,0.8506,0.585,3,2,83,0.7072,25,3.684,0.0,HIGH
login_flow,0.0,0.0,1.0,8,1.0,0.0,1.0,2,1,0.6811,0.3636,3,3,84,0.7766,54,2.557,0.955,MEDIUM
cart_ops,0.0,0.0,1.0,8,0.0,0.0,0.0,0,4,0.7202,0.0582,2,2,63,0.8388,38,1.699,0.485,MEDIUM
login_flow,0.0,0.0,1.0,10,1.0,0.0,1.0,3,2,0.4929,0.553,0,2,121,0.6242,17,3.243,0.891,HIGH
checkout,1.0,0.0,0.0,6,0.0,1.0,1.0,3,3,0.6145,0.7749,9,3,104,0.5846,40,6.072,0.853,HIGH
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,1,3,0.8757,0.0763,6,0,68,0.8281,31,0.271,0.306,MEDIUM
login_flow,0.0,0.0,1.0,8,1.0,0.0,1.0,1,2,0.6349,0.425,5,0,89,0.8773,55,4.478,0.971,MEDIUM
login_flow,0.0,0.0,1.0,7,1.0,0.0,1.0,3,0,0.8924,0.2448,8,3,125,0.8889,40,3.85,0.305,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,2,0.8323,0.3054,3,4,109,0.9394,41,3.412,0.69,LOW
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,4,3,0.4402,0.8211,13,5,110,0.5186,42,5.972,1.156,HIGH
cart_ops,1.0,0.0,0.0,8,0.0,0.0,0.0,0,2,0.7772,0.1464,5,0,27,0.9384,32,1.169,0.619,LOW
checkout,0.0,1.0,0.0,13,0.0,1.0,1.0,8,2,0.4642,0.235,8,4,91,0.5369,23,8.454,0.562,MEDIUM
cart_ops,1.0,0.0,0.0,5,0.0,0.0,0.0,0,3,0.7796,0.0326,3,1,74,1.0,32,1.036,0.463,LOW
cart_ops,0.0,0.0,1.0,7,1.0,0.0,0.0,2,1,0.8051,0.2166,4,1,67,0.9026,24,2.393,0.357,MEDIUM
login_flow,1.0,0.0,0.0,4,1.0,0.0,1.0,4,1,0.599,0.481,2,2,79,0.6694,46,5.339,0.898,HIGH
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,1,2,0.8041,0.0,4,1,66,0.7552,25,1.405,0.416,MEDIUM
search,1.0,0.0,0.0,4,0.0,0.0,0.0,1,1,0.8985,0.0062,2,0,44,0.9328,49,1.156,0.473,LOW
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,5,3,0.6091,0.4858,9,1,166,0.6519,42,6.962,2.113,HIGH
login_flow,0.0,1.0,0.0,9,1.0,0.0,1.0,4,1,0.5911,0.5832,4,3,117,0.6458,56,3.109,0.0,HIGH
checkout,1.0,0.0,0.0,9,0.0,1.0,1.0,5,2,0.6097,0.5695,6,4,139,0.7872,41,5.068,1.77,MEDIUM
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,6,4,0.4503,0.6252,6,6,76,0.8157,40,5.253,1.511,MEDIUM
checkout,1.0,0.0,0.0,9,0.0,1.0,1.0,4,2,0.4632,0.4736,9,2,162,0.8936,24,4.248,2.0,MEDIUM
cart_ops,0.0,1.0,0.0,5,0.0,0.0,1.0,3,4,0.6728,0.1759,4,1,57,0.9528,28,2.809,0.607,LOW
checkout,0.0,1.0,0.0,11,1.0,1.0,1.0,6,2,0.5607,0.5071,6,3,190,0.9105,16,8.274,1.179,MEDIUM
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,1,0.5242,0.2241,7,5,98,0.6558,20,3.27,0.534,HIGH
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,1,0.9605,0.0918,2,1,9,1.0,30,1.325,0.183,LOW
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,3,1,0.6757,0.245,2,3,84,0.7785,34,4.364,0.184,MEDIUM
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,1,4,0.7463,0.0289,4,0,57,0.8735,27,3.087,0.25,MEDIUM
cart_ops,1.0,0.0,0.0,4,0.0,0.0,0.0,1,3,0.7538,0.1815,5,2,69,0.8591,22,0.979,0.508,MEDIUM
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,1,2,0.8115,0.288,2,2,76,0.9031,19,1.992,0.748,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,0,2,0.699,0.2158,3,2,46,0.7789,25,1.887,0.466,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,0,0.6972,0.4392,2,4,68,0.7786,47,3.888,0.986,MEDIUM
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,1,3,0.9297,0.1185,6,1,49,0.9036,29,3.546,0.184,MEDIUM
search,0.0,1.0,0.0,4,0.0,0.0,1.0,2,1,0.9533,0.0474,2,0,28,1.0,66,1.09,0.004,LOW
search,1.0,0.0,0.0,2,0.0,0.0,0.0,1,1,0.9164,0.0,1,1,64,0.8939,35,0.342,0.0,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,2,2,0.7449,0.4792,4,4,69,0.8112,42,2.538,0.732,MEDIUM
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,4,2,0.6623,0.5815,14,6,88,0.8589,46,5.211,1.526,MEDIUM
checkout,0.0,1.0,0.0,8,1.0,1.0,1.0,6,2,0.5835,0.5105,11,5,97,0.6605,31,6.925,1.341,HIGH
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,5,1,0.8088,0.568,7,3,148,0.7115,34,5.455,0.85,HIGH
search,0.0,0.0,1.0,4,0.0,0.0,0.0,0,1,0.9161,0.0601,3,0,43,0.9354,52,1.003,0.239,LOW
search,0.0,1.0,0.0,2,0.0,0.0,1.0,2,2,1.0,0.0,2,0,32,0.9701,63,1.714,0.0,MEDIUM
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,0,4,0.8007,0.3138,3,1,39,0.8078,40,2.465,0.595,MEDIUM
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,5,2,0.5967,0.4454,7,4,96,0.6414,32,4.075,1.34,HIGH
checkout,1.0,0.0,0.0,14,0.0,1.0,1.0,5,5,0.5378,0.5957,6,5,130,0.7993,17,4.902,1.684,MEDIUM
cart_ops,0.0,1.0,0.0,4,1.0,0.0,0.0,2,4,0.8765,0.0,4,1,83,0.8963,5,2.426,0.494,MEDIUM
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,0,0.7262,0.5715,6,3,74,0.8837,39,5.5,0.676,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,0.0,2,1,0.9385,0.094,3,0,36,0.9443,69,1.371,0.463,LOW
search,1.0,0.0,0.0,4,0.0,0.0,1.0,1,1,0.9463,0.0488,1,0,18,0.8867,73,1.147,0.092,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,2,1,0.5446,0.3259,5,3,119,0.6774,40,4.001,0.56,HIGH
checkout,1.0,0.0,0.0,17,1.0,1.0,1.0,4,1,0.4187,0.537,6,5,119,0.6634,48,7.564,1.586,HIGH
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,0,3,0.8835,0.3253,4,0,56,0.9054,27,1.73,0.35,MEDIUM
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,1,3,0.8278,0.0828,4,1,37,0.8105,18,2.384,0.155,MEDIUM
checkout,1.0,0.0,0.0,17,0.0,1.0,1.0,5,2,0.638,0.5499,15,5,141,0.7861,24,7.326,1.164,MEDIUM
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,6,3,0.4907,0.7322,9,3,120,0.7711,19,9.605,0.929,MEDIUM
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,3,1,0.6414,0.4569,8,5,136,0.8542,23,4.301,0.762,MEDIUM
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,5,3,0.5156,0.7125,10,4,205,0.8094,20,5.791,1.625,MEDIUM
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,5,2,0.613,0.6072,9,5,125,0.6084,24,4.722,1.267,HIGH
login_flow,0.0,1.0,0.0,7,1.0,0.0,1.0,4,1,0.6991,0.1627,5,3,36,1.0,43,4.842,0.29,LOW
search,1.0,0.0,0.0,4,0.0,0.0,1.0,1,2,0.8895,0.0,2,0,35,0.9185,63,1.52,0.249,MEDIUM
cart_ops,0.0,0.0,1.0,4,0.0,0.0,0.0,2,4,1.0,0.1834,3,0,70,1.0,29,1.869,0.425,LOW
search,0.0,0.0,1.0,3,0.0,0.0,1.0,0,1,0.9096,0.0615,3,1,47,0.9642,49,0.813,0.339,LOW
search,0.0,0.0,1.0,4,0.0,0.0,0.0,0,1,0.9308,0.1254,3,0,51,0.8994,38,1.088,0.0,MEDIUM
search,1.0,0.0,0.0,1,0.0,0.0,1.0,0,1,0.9764,0.0319,3,0,25,0.9952,52,0.843,0.235,LOW
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,0,3,0.8392,0.2079,6,0,70,0.974,41,1.722,0.617,LOW
login_flow,0.0,1.0,0.0,7,1.0,0.0,1.0,3,1,0.5769,0.279,4,2,92,0.73,51,2.923,0.162,HIGH
checkout,1.0,0.0,0.0,18,1.0,1.0,1.0,6,3,0.5534,0.384,8,5,108,0.5528,16,4.692,1.865,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,2,0.9241,0.0597,2,0,24,0.9282,46,0.336,0.368,LOW
search,0.0,1.0,0.0,4,1.0,0.0,1.0,1,0,0.8923,0.0796,2,0,39,0.9946,57,1.546,0.299,LOW
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.6486,0.4494,3,1,65,0.773,62,4.271,1.545,MEDIUM
checkout,1.0,0.0,0.0,7,1.0,1.0,1.0,5,1,0.9222,0.3507,5,3,170,0.6737,52,4.694,1.842,HIGH
checkout,0.0,1.0,0.0,11,1.0,1.0,1.0,4,2,0.5673,0.6515,8,3,135,0.4457,27,3.835,1.388,HIGH
login_flow,0.0,0.0,1.0,5,1.0,0.0,1.0,4,2,0.5999,0.3058,6,4,64,0.7204,50,4.799,0.74,HIGH
checkout,0.0,0.0,1.0,13,0.0,1.0,1.0,2,0,0.5052,0.6248,10,2,130,0.6193,22,4.475,0.831,HIGH
checkout,1.0,0.0,0.0,10,0.0,1.0,1.0,5,1,0.615,0.4352,5,3,139,0.9197,33,6.972,1.846,MEDIUM
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,6,3,0.6985,0.5719,12,3,125,0.7712,44,5.392,0.944,MEDIUM
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,6,3,0.4368,0.339,8,4,102,0.6608,31,8.842,2.203,HIGH
